CBSA,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016
23420,"Fresno, CA",Metropolitan Statistical Area,930450,930491,932463,940496,946844,953762,963151,972130,979915,1972,8033,6348,6918,9389,8979,7785,3895,16320,15947,15728,15854,15773,15767,1588,5997,6263,6520,6291,6850,7049,2307,10323,9684,9208,9563,8923,8718,292,1320,1170,1252,1600,1740,1721,-639,-3441,-4560,-3769,-1459,-2067,-2643,-347,-2121,-3390,-2517,141,-327,-922,12,-169,54,227,-315,383,-11
23460,"Gadsden, AL",Metropolitan Statistical Area,104430,104427,104449,104236,104215,103790,103371,102873,102564,22,-213,-21,-425,-419,-498,-309,260,1252,1157,1144,1204,1125,1148,288,1356,1408,1346,1382,1413,1497,-28,-104,-251,-202,-178,-288,-349,11,38,18,24,27,27,27,48,-117,217,-223,-237,-244,44,59,-79,235,-199,-210,-217,71,-9,-30,-5,-24,-31,7,-31
23500,"Gaffney, SC",Micropolitan Statistical Area,55342,55471,55532,55716,55860,56055,56314,56493,56646,61,184,144,195,259,179,153,186,691,697,669,660,684,680,166,579,553,615,608,587,591,20,112,144,54,52,97,89,-1,2,-8,-6,-4,-4,-4,44,98,14,169,243,99,107,43,100,6,163,239,95,103,-2,-28,-6,-22,-32,-13,-39
23540,"Gainesville, FL",Metropolitan Statistical Area,264275,264274,264620,266709,268473,269548,272759,276583,280708,346,2089,1764,1075,3211,3824,4125,744,3003,3195,3040,3053,3057,3120,376,1929,1856,1984,2024,2092,2149,368,1074,1339,1056,1029,965,971,291,1293,1088,1081,1202,1245,1227,-334,-176,-648,-1198,926,1496,1791,-43,1117,440,-117,2128,2741,3018,21,-102,-15,136,54,118,136
23580,"Gainesville, GA",Metropolitan Statistical Area,179684,179684,180002,182878,184929,187373,190215,193257,196637,318,2876,2051,2444,2842,3042,3380,634,2612,2548,2468,2433,2673,2622,221,1192,1256,1323,1367,1520,1533,413,1420,1292,1145,1066,1153,1089,73,217,148,154,203,218,219,-166,933,660,1255,1379,1747,1988,-93,1150,808,1409,1582,1965,2207,-2,306,-49,-110,194,-76,84
23620,"Gainesville, TX",Micropolitan Statistical Area,38437,38437,38456,38408,38771,38502,38739,39110,39266,19,-48,363,-269,237,371,156,138,478,521,572,528,558,561,71,380,414,427,415,393,414,67,98,107,145,113,165,147,6,50,21,28,35,37,37,-49,-213,234,-413,87,172,2,-43,-163,255,-385,122,209,39,-5,17,1,-29,2,-3,-30
23660,"Galesburg, IL",Micropolitan Statistical Area,52919,52919,52932,52693,52302,52149,51953,51416,50938,13,-239,-391,-153,-196,-537,-478,120,519,539,555,560,562,546,170,695,688,728,637,628,596,-50,-176,-149,-173,-77,-66,-50,17,48,51,47,54,55,55,52,-72,-295,-49,-153,-529,-483,69,-24,-244,-2,-99,-474,-428,-6,-39,2,22,-20,3,0
23700,"Gallup, NM",Micropolitan Statistical Area,71492,71488,71743,73488,72691,73270,74044,76800,74923,255,1745,-797,579,774,2756,-1877,299,1296,1247,1193,1191,1059,1091,149,491,541,527,570,625,580,150,805,706,666,621,434,511,3,30,28,89,109,112,112,100,926,-1558,-152,39,2197,-2512,103,956,-1530,-63,148,2309,-2400,2,-16,27,-24,5,13,12
23780,"Garden City, KS",Micropolitan Statistical Area,40753,40753,40947,41098,41097,40952,40992,40948,40639,194,151,-1,-145,40,-44,-309,210,811,749,759,753,730,743,74,228,245,274,254,209,233,136,583,504,485,499,521,510,37,150,121,131,146,158,152,22,-591,-631,-754,-606,-697,-961,59,-441,-510,-623,-460,-539,-809,-1,9,5,-7,1,-26,-10
23820,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,46997,46997,47026,47031,46973,47015,47492,47628,48020,29,5,-58,42,477,136,392,97,392,325,339,377,351,363,82,419,418,430,490,513,510,15,-27,-93,-91,-113,-162,-147,9,18,19,8,7,10,9,12,15,18,106,551,289,497,21,33,37,114,558,299,506,-7,-1,-2,19,32,-1,33
23860,"Georgetown, SC",Micropolitan Statistical Area,60158,60158,60135,60144,60232,60417,60729,61243,61399,-23,9,88,185,312,514,156,135,586,591,601,591,559,558,118,669,705,742,683,752,813,17,-83,-114,-141,-92,-193,-255,5,27,36,27,39,40,40,-36,-32,172,262,381,574,308,-31,-5,208,289,420,614,348,-9,97,-6,37,-16,93,63
23900,"Gettysburg, PA",Metropolitan Statistical Area,101407,101417,101475,101650,101535,101407,101612,102063,102180,58,175,-115,-128,205,451,117,270,1053,923,1024,1026,975,997,202,923,919,1021,967,986,992,68,130,4,3,59,-11,5,9,57,60,39,46,49,49,-20,-91,-170,-226,73,328,68,-11,-34,-110,-187,119,377,117,1,79,-9,56,27,85,-5
23940,"Gillette, WY",Micropolitan Statistical Area,46133,46133,46246,46594,47872,48116,48241,49333,48803,113,348,1278,244,125,1092,-530,208,723,767,731,749,776,767,83,240,239,223,249,289,333,125,483,528,508,500,487,434,6,9,0,15,23,25,24,-19,-137,731,-294,-412,592,-1020,-13,-128,731,-279,-389,617,-996,1,-7,19,15,14,-12,32
23980,"Glasgow, KY",Micropolitan Statistical Area,52272,52272,52246,52452,52644,52966,53135,53596,54011,-26,206,192,322,169,461,415,145,656,668,661,707,706,721,139,575,582,576,615,648,651,6,81,86,85,92,58,70,7,28,35,34,40,40,39,-37,60,70,189,59,331,287,-30,88,105,223,99,371,326,-2,37,1,14,-22,32,19
24020,"Glens Falls, NY",Metropolitan Statistical Area,128923,128942,128999,128806,128484,127922,127324,126782,126367,57,-193,-322,-562,-598,-542,-415,284,1255,1268,1221,1150,1158,1123,299,1261,1264,1248,1275,1316,1321,-15,-6,4,-27,-125,-158,-198,7,46,48,48,56,61,59,69,-183,-372,-570,-459,-418,-281,76,-137,-324,-522,-403,-357,-222,-4,-50,-2,-13,-70,-27,5
24060,"Glenwood Springs, CO",Micropolitan Statistical Area,73537,73537,73254,73093,73932,74275,74790,75550,76639,-283,-161,839,343,515,760,1089,266,1035,914,946,906,917,921,98,350,304,328,346,365,393,168,685,610,618,560,552,528,35,87,83,57,86,99,104,-513,-940,152,-326,-109,149,431,-478,-853,235,-269,-23,248,535,27,7,-6,-6,-22,-40,26
24100,"Gloversville, NY",Micropolitan Statistical Area,55531,55524,55468,55264,55033,54521,54145,53960,53828,-56,-204,-231,-512,-376,-185,-132,137,558,556,537,524,530,515,167,601,623,657,574,572,580,-30,-43,-67,-120,-50,-42,-65,3,26,30,22,30,32,32,-28,-222,-193,-413,-332,-121,-54,-25,-196,-163,-391,-302,-89,-22,-1,35,-1,-1,-24,-54,-45
24140,"Goldsboro, NC",Metropolitan Statistical Area,122623,122638,122908,124042,124551,124634,124583,124319,124150,270,1134,509,83,-51,-264,-169,403,1662,1767,1729,1737,1663,1633,225,1145,1114,1110,1102,1126,1275,178,517,653,619,635,537,358,85,190,462,362,356,400,322,10,486,-613,-896,-997,-1228,-773,95,676,-151,-534,-641,-828,-451,-3,-59,7,-2,-45,27,-76
24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,98461,98464,98621,98194,99189,100956,101603,102226,102743,157,-427,995,1767,647,623,517,347,1333,1398,1353,1410,1487,1503,195,841,815,847,799,783,828,152,492,583,506,611,704,675,62,255,361,299,311,342,307,-47,-1178,51,907,-257,-477,-419,15,-923,412,1206,54,-135,-112,-10,4,0,55,-18,54,-46
24260,"Grand Island, NE",Metropolitan Statistical Area,81850,81850,82063,82700,83428,83990,84566,84773,85148,213,637,728,562,576,207,375,286,1171,1145,1196,1285,1270,1272,156,792,735,769,746,719,750,130,379,410,427,539,551,522,76,318,273,261,295,308,308,12,-55,56,-135,-238,-676,-450,88,263,329,126,57,-368,-142,-5,-5,-11,9,-20,24,-5
24300,"Grand Junction, CO",Metropolitan Statistical Area,146723,146717,146486,147172,147471,147372,147502,148401,150083,-231,686,299,-99,130,899,1682,477,1908,1817,1854,1760,1820,1787,331,1305,1308,1386,1384,1528,1455,146,603,509,468,376,292,332,16,40,9,10,21,27,25,-405,133,-199,-631,-310,444,1203,-389,173,-190,-621,-289,471,1228,12,-90,-20,54,43,136,122
24330,"Grand Rapids, MN",Micropolitan Statistical Area,45058,45058,45016,45118,45231,45442,45467,45397,45242,-42,102,113,211,25,-70,-155,101,474,468,459,446,509,472,91,512,491,557,508,564,510,10,-38,-23,-98,-62,-55,-38,2,10,5,5,7,7,7,-44,140,135,293,98,17,-122,-42,150,140,298,105,24,-115,-10,-10,-4,11,-18,-39,-2
24340,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,988938,988940,989543,996657,1007358,1018731,1029340,1038337,1047099,603,7114,10701,11373,10609,8997,8762,3514,13333,13534,13672,13557,13552,13727,1727,6976,7163,7342,7371,7669,7687,1787,6357,6371,6330,6186,5883,6040,308,1443,1645,1690,1906,1993,1968,-1548,-290,2709,2906,2636,938,1129,-1240,1153,4354,4596,4542,2931,3097,56,-396,-24,447,-119,183,-375
24380,"Grants, NM",Micropolitan Statistical Area,27213,27215,27314,27508,27316,27439,27303,27322,27487,99,194,-192,123,-136,19,165,104,425,372,421,415,335,365,31,262,227,272,269,273,282,73,163,145,149,146,62,83,5,8,15,23,28,27,27,20,11,-360,-54,-311,-68,71,25,19,-345,-31,-283,-41,98,1,12,8,5,1,-2,-16
24420,"Grants Pass, OR",Metropolitan Statistical Area,82713,82713,82865,82638,82798,83268,83604,84742,85904,152,-227,160,470,336,1138,1162,215,781,781,822,859,878,885,234,1212,1157,1184,1182,1131,1147,-19,-431,-376,-362,-323,-253,-262,4,-2,2,3,9,13,13,166,245,547,775,669,1283,1364,170,243,549,778,678,1296,1377,1,-39,-13,54,-19,95,47
24460,"Great Bend, KS",Micropolitan Statistical Area,27674,27674,27683,27676,27515,27425,27262,27092,26775,9,-7,-161,-90,-163,-170,-317,82,386,371,371,369,325,339,71,328,310,278,284,292,307,11,58,61,93,85,33,32,8,1,-4,6,9,9,8,-8,-82,-218,-175,-260,-199,-345,0,-81,-222,-169,-251,-190,-337,-2,16,0,-14,3,-13,-12
24500,"Great Falls, MT",Metropolitan Statistical Area,81327,81324,81532,81784,81767,82367,82236,82118,81755,208,252,-17,600,-131,-118,-363,311,1197,1180,1183,1150,1167,1124,231,820,791,795,797,823,813,80,377,389,388,353,344,311,57,67,251,126,92,131,70,67,-136,-667,52,-537,-663,-694,124,-69,-416,178,-445,-532,-624,4,-56,10,34,-39,70,-50
24540,"Greeley, CO",Metropolitan Statistical Area,252825,252831,254164,258629,263997,270182,276163,285053,294932,1333,4465,5368,6185,5981,8890,9879,941,3754,3792,3822,3957,3990,4106,367,1442,1458,1568,1612,1732,1725,574,2312,2334,2254,2345,2258,2381,44,180,177,229,290,323,309,669,1833,2827,3572,3244,6023,6991,713,2013,3004,3801,3534,6346,7300,46,140,30,130,102,286,198
24580,"Green Bay, WI",Metropolitan Statistical Area,306241,306241,306741,308780,311053,312483,314590,316413,318236,500,2039,2273,1430,2107,1823,1823,1022,3917,4004,3943,4018,3848,3892,519,2325,2329,2399,2288,2459,2385,503,1592,1675,1544,1730,1389,1507,80,339,354,427,516,537,533,-66,160,283,-648,-3,-193,-166,14,499,637,-221,513,344,367,-17,-52,-39,107,-136,90,-51
24620,"Greeneville, TN",Micropolitan Statistical Area,68831,68825,68826,68996,68654,68272,68416,68551,68615,1,170,-342,-382,144,135,64,169,565,633,615,659,644,649,171,854,841,837,852,868,872,-2,-289,-208,-222,-193,-224,-223,7,30,20,22,27,26,26,-1,468,-152,-221,334,253,276,6,498,-132,-199,361,279,302,-3,-39,-2,39,-24,80,-15
24640,"Greenfield Town, MA",Micropolitan Statistical Area,71372,71372,71311,71606,71536,71149,70965,70550,70382,-61,295,-70,-387,-184,-415,-168,153,633,674,620,583,600,589,143,670,644,690,708,684,684,10,-37,30,-70,-125,-84,-95,26,105,161,163,171,178,177,-88,268,-253,-458,-177,-449,-215,-62,373,-92,-295,-6,-271,-38,-9,-41,-8,-22,-53,-60,-35
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,723801,723854,725135,730168,735776,741009,746804,751776,756139,1281,5033,5608,5233,5795,4972,4363,2094,8629,8576,8778,8626,8635,8558,1310,6169,6186,6670,6466,6901,7031,784,2460,2390,2108,2160,1734,1527,360,1452,1437,1477,1682,1781,1762,165,1312,1822,1277,2190,1278,1262,525,2764,3259,2754,3872,3059,3024,-28,-191,-41,371,-237,179,-188
24700,"Greensburg, IN",Micropolitan Statistical Area,25740,25740,25790,25877,26049,26208,26452,26393,26598,50,87,172,159,244,-59,205,74,317,291,368,343,335,334,29,257,246,293,259,248,271,45,60,45,75,84,87,63,8,35,24,21,22,21,20,1,4,107,73,133,-176,130,9,39,131,94,155,-155,150,-4,-12,-4,-10,5,9,-8
24740,"Greenville, MS",Micropolitan Statistical Area,51137,51135,51077,50448,50055,49704,49079,48053,47231,-58,-629,-393,-351,-625,-1026,-822,190,819,836,795,784,763,731,95,583,603,596,611,627,664,95,236,233,199,173,136,67,1,-1,9,8,7,9,8,-150,-870,-644,-544,-798,-1188,-888,-149,-871,-635,-536,-791,-1179,-880,-4,6,9,-14,-7,17,-9
24780,"Greenville, NC",Metropolitan Statistical Area,168148,168152,168825,170756,172913,174332,175105,176182,177220,673,1931,2157,1419,773,1077,1038,544,2095,2158,2126,2138,2150,2121,215,1143,1186,1195,1167,1275,1318,329,952,972,931,971,875,803,45,223,231,238,284,288,282,283,792,937,203,-468,-31,-25,328,1015,1168,441,-184,257,257,16,-36,17,47,-14,-55,-22
24820,"Greenville, OH",Micropolitan Statistical Area,52959,52959,52962,52666,52496,52330,52221,52100,51778,3,-296,-170,-166,-109,-121,-322,155,590,616,598,655,665,655,149,554,517,594,569,602,600,6,36,99,4,86,63,55,2,4,4,7,8,8,8,-5,-337,-275,-209,-185,-185,-346,-3,-333,-271,-202,-177,-177,-338,0,1,2,32,-18,-7,-39
24860,"Greenville-Anderson-Mauldin, SC",Metropolitan Statistical Area,824112,824109,825800,833486,841636,849359,861119,873231,884975,1691,7686,8150,7723,11760,12112,11744,2561,10362,10268,10202,10402,10723,10744,1650,7498,7587,7976,7957,8098,8326,911,2864,2681,2226,2445,2625,2418,326,1475,1112,1143,1298,1379,1363,440,3386,4361,3953,7709,7411,7726,766,4861,5473,5096,9007,8790,9089,14,-39,-4,401,308,697,237
24900,"Greenwood, MS",Micropolitan Statistical Area,42914,42979,42982,42488,41190,41134,41033,40538,40111,3,-494,-1298,-56,-101,-495,-427,157,649,550,557,535,615,566,54,444,499,477,482,486,485,103,205,51,80,53,129,81,10,44,17,23,23,23,23,-101,-780,-1414,-172,-178,-664,-516,-91,-736,-1397,-149,-155,-641,-493,-9,37,48,13,1,17,-15
24940,"Greenwood, SC",Micropolitan Statistical Area,95078,95077,95071,94909,94967,94771,94540,94873,95005,-6,-162,58,-196,-231,333,132,300,1150,1168,1164,1115,1092,1089,226,968,907,996,984,1004,1038,74,182,261,168,131,88,51,12,69,112,133,147,151,152,-91,-372,-309,-495,-513,63,-53,-79,-303,-197,-362,-366,214,99,-1,-41,-6,-2,4,31,-18
24980,"Grenada, MS",Micropolitan Statistical Area,21906,21906,21855,21584,21610,21544,21654,21507,21275,-51,-271,26,-66,110,-147,-232,55,260,295,263,285,261,259,94,256,288,303,300,279,251,-39,4,7,-40,-15,-18,8,0,0,1,1,1,1,1,-11,-277,20,-26,107,-137,-247,-11,-277,21,-25,108,-136,-246,-1,2,-2,-1,17,7,6
25060,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan Statistical Area,370702,370787,371450,375743,379022,382312,386080,388561,391266,663,4293,3279,3290,3768,2481,2705,1179,4873,4890,4755,4978,5076,5016,920,3355,3402,3697,3610,3719,3665,259,1518,1488,1058,1368,1357,1351,214,484,1153,665,657,808,597,172,2115,651,1532,1717,258,717,386,2599,1804,2197,2374,1066,1314,18,176,-13,35,26,58,40
25100,"Guymon, OK",Micropolitan Statistical Area,20640,20640,20801,21177,21470,21921,21641,21365,21098,161,376,293,451,-280,-276,-267,72,285,345,371,402,399,390,19,105,143,136,166,152,142,53,180,202,235,236,247,248,31,117,77,64,68,73,74,78,83,16,171,-606,-572,-608,109,200,93,235,-538,-499,-534,-1,-4,-2,-19,22,-24,19
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,251599,251602,252378,254514,256202,257802,259697,261205,263817,776,2136,1688,1600,1895,1508,2612,749,3020,3082,3159,3189,3137,3112,591,2246,2352,2433,2429,2578,2539,158,774,730,726,760,559,573,79,299,298,259,289,303,295,510,1070,659,518,868,474,1698,589,1369,957,777,1157,777,1993,29,-7,1,97,-22,172,46
25200,"Hailey, ID",Micropolitan Statistical Area,27701,27701,27630,27330,27447,27631,27760,27922,28134,-71,-300,117,184,129,162,212,87,346,308,308,299,298,290,54,160,121,130,159,131,144,33,186,187,178,140,167,146,6,26,31,43,46,49,49,-114,-539,-106,-37,-51,-53,15,-108,-513,-75,6,-5,-4,64,4,27,5,0,-6,-1,2
25220,"Hammond, LA",Metropolitan Statistical Area,121097,121101,121492,122629,123655,125430,127024,128756,130710,391,1137,1026,1775,1594,1732,1954,395,1848,1897,1926,1956,1914,1909,200,1073,1141,1170,1192,1247,1283,195,775,756,756,764,667,626,25,101,100,106,129,133,132,163,301,184,852,685,841,1115,188,402,284,958,814,974,1247,8,-40,-14,61,16,91,81
25260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,152982,152982,152368,151895,151042,150480,149669,150331,149785,-614,-473,-853,-562,-811,662,-546,569,2580,2394,2466,2301,2350,2324,212,753,817,804,824,783,849,357,1827,1577,1662,1477,1567,1475,100,121,373,231,238,314,224,-1135,-2453,-2856,-2461,-2583,-1191,-2224,-1035,-2332,-2483,-2230,-2345,-877,-2000,64,32,53,6,57,-28,-21
25300,"Hannibal, MO",Micropolitan Statistical Area,38948,38948,38978,39091,39071,39038,39148,39039,39118,30,113,-20,-33,110,-109,79,130,494,426,454,483,475,465,93,419,387,432,411,432,393,37,75,39,22,72,43,72,3,15,10,15,16,16,15,-7,25,-67,-52,49,-188,-15,-4,40,-57,-37,65,-172,0,-3,-2,-2,-18,-27,20,7
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,549475,549473,550247,551791,554898,558061,561145,565096,568033,774,1544,3107,3163,3084,3951,2937,1588,6585,6441,6594,6684,6735,6734,1166,5071,5078,5206,4949,5104,5249,422,1514,1363,1388,1735,1631,1485,322,1306,1585,1587,1760,1832,1758,46,-1001,160,205,-241,419,-154,368,305,1745,1792,1519,2251,1604,-16,-275,-1,-17,-170,69,-152
25460,"Harrison, AR",Micropolitan Statistical Area,45233,45233,45226,45333,45443,45490,45120,45152,45240,-7,107,110,47,-370,32,88,104,497,536,551,533,496,509,150,486,487,562,496,540,560,-46,11,49,-11,37,-44,-51,-1,-1,0,5,4,4,3,41,119,62,41,-390,43,166,40,118,62,46,-386,47,169,-1,-22,-1,12,-21,29,-30
25500,"Harrisonburg, VA",Metropolitan Statistical Area,125228,125217,125414,126870,128524,129037,130465,131182,132822,197,1456,1654,513,1428,717,1640,345,1410,1328,1364,1433,1433,1449,214,906,950,975,894,1008,1002,131,504,378,389,539,425,447,96,400,411,415,465,485,476,-15,269,853,-317,399,-228,709,81,669,1264,98,864,257,1185,-15,283,12,26,25,35,8
25540,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,1212381,1212397,1214233,1216375,1214938,1214837,1212571,1209953,1206836,1836,2142,-1437,-101,-2266,-2618,-3117,3149,12454,12089,11878,11861,11989,11863,2446,10394,10114,10341,10249,10451,10674,703,2060,1975,1537,1612,1538,1189,1130,5203,5021,4762,5471,5632,5549,61,-4775,-8465,-5849,-9172,-9141,-9639,1191,428,-3444,-1087,-3701,-3509,-4090,-58,-346,32,-551,-177,-647,-216
25580,"Hastings, NE",Micropolitan Statistical Area,31364,31367,31342,31234,31390,31590,31433,31585,31684,-25,-108,156,200,-157,152,99,104,399,401,410,410,413,426,104,293,289,275,304,335,308,0,106,112,135,106,78,118,0,16,9,10,9,11,10,-26,-228,43,49,-269,48,-10,-26,-212,52,59,-260,59,0,1,-2,-8,6,-3,15,-19
25620,"Hattiesburg, MS",Metropolitan Statistical Area,142842,142857,143295,145267,146559,147788,148155,148716,149138,438,1972,1292,1229,367,561,422,469,2080,1997,2050,1950,1891,1885,297,1211,1212,1300,1257,1239,1257,172,869,785,750,693,652,628,31,103,145,156,170,191,169,237,865,350,265,-523,-288,-345,268,968,495,421,-353,-97,-176,-2,135,12,58,27,6,-30
25700,"Hays, KS",Micropolitan Statistical Area,28452,28452,28445,28779,29125,29089,29027,29024,28893,-7,334,346,-36,-62,-3,-131,90,393,401,385,353,327,325,81,225,233,267,255,236,255,9,168,168,118,98,91,70,11,36,59,55,60,60,60,-29,141,120,-214,-207,-173,-253,-18,177,179,-159,-147,-113,-193,2,-11,-1,5,-13,19,-8
25720,"Heber, UT",Micropolitan Statistical Area,23530,23525,23629,24403,25385,26609,27789,29165,30528,104,774,982,1224,1180,1376,1363,79,371,379,415,421,466,475,37,124,107,103,130,124,126,42,247,272,312,291,342,349,7,37,60,63,72,76,77,53,472,634,826,799,989,891,60,509,694,889,871,1065,968,2,18,16,23,18,-31,46
25740,"Helena, MT",Micropolitan Statistical Area,74801,74798,74997,75699,76254,76877,77533,78150,79135,199,702,555,623,656,617,985,222,844,803,856,853,848,844,207,624,641,638,678,670,732,15,220,162,218,175,178,112,13,48,60,58,62,64,58,175,425,332,326,394,385,758,188,473,392,384,456,449,816,-4,9,1,21,25,-10,57
25760,"Helena-West Helena, AR",Micropolitan Statistical Area,21757,21757,21670,21413,20762,20437,19938,19534,18975,-87,-257,-651,-325,-499,-404,-559,67,320,305,298,318,296,287,38,274,307,266,272,254,273,29,46,-2,32,46,42,14,1,2,-1,4,6,6,6,-116,-311,-665,-318,-571,-446,-616,-115,-309,-666,-314,-565,-440,-610,-1,6,17,-43,20,-6,37
25780,"Henderson, NC",Micropolitan Statistical Area,45422,45419,45302,45250,45057,44510,44378,44351,44244,-117,-52,-193,-547,-132,-27,-107,156,556,598,559,574,559,544,154,448,432,516,498,497,515,2,108,166,43,76,62,29,-3,-11,-12,-7,-5,-5,-5,-119,-143,-353,-610,-177,-120,-108,-122,-154,-365,-617,-182,-125,-113,3,-6,6,27,-26,36,-23
25820,"Hereford, TX",Micropolitan Statistical Area,19372,19372,19445,19475,19327,19136,19096,18807,18830,73,30,-148,-191,-40,-289,23,83,351,338,370,319,332,322,12,140,144,151,168,128,165,71,211,194,219,151,204,157,15,51,14,21,26,27,28,-9,-242,-364,-416,-216,-512,-156,6,-191,-350,-395,-190,-485,-128,-4,10,8,-15,-1,-8,-6
25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,87062,87062,87284,87900,88128,88039,87590,87454,87730,222,616,228,-89,-449,-136,276,338,1274,1240,1248,1233,1202,1188,153,742,669,699,719,708,746,185,532,571,549,514,494,442,15,2,-15,-27,-3,1,3,32,101,-312,-612,-963,-537,-119,47,103,-327,-639,-966,-536,-116,-10,-19,-16,1,3,-94,-50
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,365497,365814,365520,364584,363784,363378,362652,362883,364187,-294,-936,-800,-406,-726,231,1304,924,3758,3888,3743,3754,3825,3817,869,3759,3747,3956,3806,4102,4042,55,-1,141,-213,-52,-277,-225,71,266,305,293,358,380,380,-398,-1230,-1245,-634,-1032,55,1263,-327,-964,-940,-341,-674,435,1643,-22,29,-1,148,0,73,-114
25880,"Hillsdale, MI",Micropolitan Statistical Area,46688,46688,46619,46636,46297,46155,45955,45940,45774,-69,17,-339,-142,-200,-15,-166,139,567,493,544,580,529,518,114,478,447,468,444,479,463,25,89,46,76,136,50,55,0,0,3,2,2,3,2,-88,-83,-389,-184,-327,-86,-213,-88,-83,-386,-182,-325,-83,-211,-6,11,1,-36,-11,18,-10
25900,"Hilo, HI",Micropolitan Statistical Area,185079,185079,185339,186933,188765,191147,193885,196156,198449,260,1594,1832,2382,2738,2271,2293,592,2457,2469,2394,2468,2382,2440,360,1396,1530,1478,1582,1833,1892,232,1061,939,916,886,549,548,169,580,627,601,668,685,679,-130,2,278,773,1152,910,1060,39,582,905,1374,1820,1595,1739,-11,-49,-12,92,32,127,6
25940,"Hilton Head Island-Bluffton-Beaufort, SC",Metropolitan Statistical Area,187010,187010,187846,189366,193412,197634,202176,207671,211614,836,1520,4046,4222,4542,5495,3943,587,2403,2361,2356,2383,2442,2424,431,1522,1467,1613,1721,1809,1818,156,881,894,743,662,633,606,201,339,1003,454,453,584,372,483,85,2140,3147,2959,4371,2569,684,424,3143,3601,3412,4955,2941,-4,215,9,-122,468,-93,396
25980,"Hinesville, GA",Metropolitan Statistical Area,77917,77915,77368,80383,81590,80707,82325,80328,81007,-547,3015,1207,-883,1618,-1997,679,406,1369,1935,1667,1627,1802,1612,119,375,394,399,397,451,449,287,994,1541,1268,1230,1351,1163,113,181,982,439,410,561,332,-1019,1756,-1364,-2675,-29,-4004,-820,-906,1937,-382,-2236,381,-3443,-488,72,84,48,85,7,95,4
