CBSA,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016
41760,"Sandpoint, ID",Micropolitan Statistical Area,40877,40877,40918,40824,40436,40668,41511,41796,42536,41,-94,-388,232,843,285,740,95,391,379,400,408,406,401,90,378,423,386,420,406,421,5,13,-44,14,-12,0,-20,2,13,14,7,7,6,6,35,-144,-368,172,787,247,737,37,-131,-354,179,794,253,743,-1,24,10,39,61,32,17
41780,"Sandusky, OH",Micropolitan Statistical Area,77079,77079,77036,76664,76455,76132,75876,75471,75107,-43,-372,-209,-323,-256,-405,-364,210,789,757,813,812,773,775,259,892,912,934,865,933,912,-49,-103,-155,-121,-53,-160,-137,6,24,34,38,44,47,46,5,-250,-82,-301,-221,-374,-204,11,-226,-48,-263,-177,-327,-158,-5,-43,-6,61,-26,82,-69
41820,"Sanford, NC",Micropolitan Statistical Area,57866,57853,57874,58549,59341,59857,59449,59438,59616,21,675,792,516,-408,-11,178,225,839,805,782,796,764,749,91,547,508,546,522,606,573,134,292,297,236,274,158,176,16,62,70,30,33,42,31,-123,342,428,260,-703,-250,-26,-107,404,498,290,-670,-208,5,-6,-21,-3,-10,-12,39,-3
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,4335391,4335561,4345175,4398193,4458646,4521994,4585623,4642227,4679166,9614,53018,60453,63348,63629,56604,36939,12881,51977,51039,52203,52070,53135,53569,6745,28506,28287,29264,28476,30834,32407,6136,23471,22752,22939,23594,22301,21162,5301,24135,24465,24958,27913,29160,28595,-1831,6901,13184,15980,12819,7764,-11970,3470,31036,37649,40938,40732,36924,16625,8,-1489,52,-529,-697,-2621,-848
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,1836911,1836941,1842191,1869027,1895787,1924432,1947922,1968578,1978816,5250,26836,26760,28645,23490,20656,10238,6056,24787,24134,24921,24140,24572,24549,2207,9425,9588,9761,9763,10758,11266,3849,15362,14546,15160,14377,13814,13283,3200,14793,14863,15570,17356,18060,17705,-1855,-2320,-2327,-1646,-7819,-10277,-20789,1345,12473,12536,13924,9537,7783,-3084,56,-999,-322,-439,-424,-941,39
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Metropolitan Statistical Area,269637,269599,269909,271176,274487,276191,278877,280960,282887,310,1267,3311,1704,2686,2083,1927,703,2644,2628,2632,2632,2649,2666,518,2259,2275,2265,2265,2372,2414,185,385,353,367,367,277,252,37,155,146,162,200,227,220,106,799,2777,1073,2007,1360,1375,143,954,2923,1235,2207,1587,1595,-18,-72,35,102,112,219,80
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,262382,262362,263270,264896,266435,268948,270971,273627,274673,908,1626,1539,2513,2023,2656,1046,810,3243,3161,2984,2897,3004,3006,437,1698,1679,1736,1736,1754,1877,373,1545,1482,1248,1161,1250,1129,53,321,191,201,286,324,327,449,-163,-108,942,644,975,-313,502,158,83,1143,930,1299,14,33,-77,-26,122,-68,107,-97
42140,"Santa Fe, NM",Metropolitan Statistical Area,144170,144172,144465,145378,146157,146754,147329,147708,148651,293,913,779,597,575,379,943,342,1487,1385,1323,1314,1292,1280,211,1030,1061,1113,1088,1166,1138,131,457,324,210,226,126,142,91,338,185,144,190,219,219,70,163,285,133,138,-125,490,161,501,470,277,328,94,709,1,-45,-15,110,21,159,92
42200,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,423895,423939,424396,425998,430638,435800,440553,443815,446170,457,1602,4640,5162,4753,3262,2355,1511,5749,5639,5704,5760,5857,5841,763,2865,2860,2982,2978,3099,3216,748,2884,2779,2722,2782,2758,2625,272,1209,1194,1176,1411,1543,1493,-592,-2311,679,1103,644,-1246,-1605,-320,-1102,1873,2279,2055,297,-112,29,-180,-12,161,-84,207,-158
42220,"Santa Rosa, CA",Metropolitan Statistical Area,483878,483880,484817,487641,490509,494657,499168,501474,503070,937,2824,2868,4148,4511,2306,1596,1421,5313,5047,5070,4996,5162,5084,951,3875,3851,3909,4009,4182,4359,470,1438,1196,1161,987,980,725,130,433,366,423,551,605,592,348,976,1363,2385,2837,370,298,478,1409,1729,2808,3388,975,890,-11,-23,-57,179,136,351,-19
42300,"Sault Ste. Marie, MI",Micropolitan Statistical Area,38520,38673,38599,38898,39035,38630,38256,38003,37724,-74,299,137,-405,-374,-253,-279,87,378,348,346,355,373,362,97,364,366,345,372,363,360,-10,14,-18,1,-17,10,2,6,45,61,54,59,60,57,-73,240,92,-480,-452,-308,-340,-67,285,153,-426,-393,-248,-283,3,0,2,20,36,-15,2
42340,"Savannah, GA",Metropolitan Statistical Area,347611,347598,348739,355820,362193,365600,372202,378829,384024,1141,7081,6373,3407,6602,6627,5195,1120,4902,5224,5180,5179,5311,5361,586,2817,2704,2912,2966,3058,3135,534,2085,2520,2268,2213,2253,2226,208,715,1116,844,919,1053,889,387,4279,2677,134,3385,3136,2033,595,4994,3793,978,4304,4189,2922,12,2,60,161,85,185,47
42380,"Sayre, PA",Micropolitan Statistical Area,62622,62622,62615,63044,62847,62350,61744,61329,60770,-7,429,-197,-497,-606,-415,-559,181,720,730,740,700,675,715,158,717,623,679,613,720,716,23,3,107,61,87,-45,-1,2,22,28,28,28,30,30,-24,396,-318,-569,-704,-314,-540,-22,418,-290,-541,-676,-284,-510,-8,8,-14,-17,-17,-86,-48
42420,"Scottsbluff, NE",Micropolitan Statistical Area,38971,38971,39082,38995,39007,38961,38541,38360,38462,111,-87,12,-46,-420,-181,102,156,546,484,518,490,501,468,115,457,423,442,407,383,413,41,89,61,76,83,118,55,3,6,17,18,22,23,24,66,-212,-64,-116,-542,-302,42,69,-206,-47,-98,-520,-279,66,1,30,-2,-24,17,-20,-19
42460,"Scottsboro, AL",Micropolitan Statistical Area,53227,53226,53181,53275,53087,52939,52580,52298,52138,-45,94,-188,-148,-359,-282,-160,144,573,600,557,553,522,519,131,647,694,691,646,699,670,13,-74,-94,-134,-93,-177,-151,6,36,38,30,30,32,31,-63,113,-128,-39,-264,-164,4,-57,149,-90,-9,-234,-132,35,-1,19,-4,-5,-32,27,-44
42540,"Scranton--Wilkes-Barre--Hazleton, PA",Metropolitan Statistical Area,563631,563627,563742,564006,564348,562004,560170,557743,555225,115,264,342,-2344,-1834,-2427,-2518,1487,5614,5708,5537,5697,5623,5572,1586,6994,6804,7221,6899,6934,6971,-99,-1380,-1096,-1684,-1202,-1311,-1399,247,1119,1171,1240,1407,1452,1441,18,727,321,-1887,-1670,-2622,-2247,265,1846,1492,-647,-263,-1170,-806,-51,-202,-54,-13,-369,54,-313
42620,"Searcy, AR",Micropolitan Statistical Area,77076,77076,77333,78116,78670,78635,78532,79013,79263,257,783,554,-35,-103,481,250,245,945,995,1041,997,998,982,136,809,829,814,852,782,815,109,136,166,227,145,216,167,7,56,67,55,67,69,68,134,577,319,-360,-302,161,13,141,633,386,-305,-235,230,81,7,14,2,43,-13,35,2
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,3439809,3439808,3448746,3497925,3552815,3609617,3667042,3727097,3798902,8938,49179,54890,56802,57425,60055,71805,11325,44303,44825,45459,46157,46987,47412,5165,22648,22407,23226,23390,25187,26089,6160,21655,22418,22233,22767,21800,21323,3645,15690,17695,17765,19462,20571,19606,-858,12100,14640,16422,15595,16845,30772,2787,27790,32335,34187,35057,37416,50378,-9,-266,137,382,-399,839,104
42680,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,138028,138028,138243,139027,140650,141966,144740,147792,151563,215,784,1623,1316,2774,3052,3771,316,1322,1245,1225,1262,1248,1284,407,1742,1713,1852,1893,2063,2050,-91,-420,-468,-627,-631,-815,-766,46,231,245,237,284,300,298,259,844,1878,1760,2559,4059,3530,305,1075,2123,1997,2843,4359,3828,1,129,-32,-54,562,-492,709
42700,"Sebring, FL",Metropolitan Statistical Area,98786,98786,98664,98308,98045,97817,98085,99447,100917,-122,-356,-263,-228,268,1362,1470,217,914,901,880,896,931,931,414,1392,1447,1491,1425,1459,1485,-197,-478,-546,-611,-529,-528,-554,32,193,219,216,272,282,284,52,3,68,113,508,1565,1539,84,196,287,329,780,1847,1823,-9,-74,-4,54,17,43,201
42740,"Sedalia, MO",Micropolitan Statistical Area,42201,42201,42266,42133,42280,42163,42129,42182,42213,65,-133,147,-117,-34,53,31,166,600,578,575,561,604,585,116,459,395,432,407,405,397,50,141,183,143,154,199,188,9,37,30,30,37,37,36,8,-291,-61,-268,-199,-160,-167,17,-254,-31,-238,-162,-123,-131,-2,-20,-5,-22,-26,-23,-26
42780,"Selinsgrove, PA",Micropolitan Statistical Area,39702,39709,39745,39664,39803,40091,40271,40599,40468,36,-81,139,288,180,328,-131,101,406,436,495,440,468,455,111,327,329,371,368,345,356,-10,79,107,124,72,123,99,4,30,31,35,46,47,48,50,-229,6,157,92,140,-263,54,-199,37,192,138,187,-215,-8,39,-5,-28,-30,18,-15
42820,"Selma, AL",Micropolitan Statistical Area,43820,43820,43820,43207,42748,41950,41532,40893,40008,0,-613,-459,-798,-418,-639,-885,130,583,585,511,551,475,465,76,544,504,555,537,514,545,54,39,81,-44,14,-39,-80,3,-3,-2,-5,-5,-4,-3,-55,-672,-550,-754,-411,-623,-793,-52,-675,-552,-759,-416,-627,-796,-2,23,12,5,-16,27,-9
42860,"Seneca, SC",Micropolitan Statistical Area,74273,74275,74355,74233,74603,74954,75221,75744,76355,80,-122,370,351,267,523,611,204,800,809,794,747,780,782,226,794,812,879,856,857,904,-22,6,-3,-85,-109,-77,-122,5,20,42,48,55,59,58,97,-110,326,395,350,527,685,102,-90,368,443,405,586,743,0,-38,5,-7,-29,14,-10
42900,"Seneca Falls, NY",Micropolitan Statistical Area,35251,35244,35246,35353,35380,35272,34904,34848,34777,2,107,27,-108,-368,-56,-71,115,367,382,353,410,387,386,66,314,332,330,338,341,326,49,53,50,23,72,46,60,5,13,21,25,26,27,27,-45,45,-35,-132,-464,-85,-150,-40,58,-14,-107,-438,-58,-123,-7,-4,-9,-24,-2,-44,-8
42940,"Sevierville, TN",Micropolitan Statistical Area,89889,89725,89977,91123,92299,93356,94696,95661,96673,252,1146,1176,1057,1340,965,1012,255,1043,1021,1039,1036,1048,1066,246,887,864,952,991,1009,988,9,156,157,87,45,39,78,57,150,175,154,172,182,179,190,837,837,739,1047,641,733,247,987,1012,893,1219,823,912,-4,3,7,77,76,103,22
42980,"Seymour, IN",Micropolitan Statistical Area,42376,42380,42577,42940,43028,43484,43717,43941,44013,197,363,88,456,233,224,72,129,580,521,597,596,628,613,86,449,447,430,492,459,444,43,131,74,167,104,169,169,17,85,82,69,81,88,87,130,151,-63,197,63,-44,-166,147,236,19,266,144,44,-79,7,-4,-5,23,-15,11,-18
43020,"Shawano, WI",Micropolitan Statistical Area,46181,46187,46200,46179,45979,45904,45996,45720,45595,13,-21,-200,-75,92,-276,-125,151,531,529,520,513,526,485,156,502,442,536,480,501,462,-5,29,87,-16,33,25,23,7,41,19,15,17,19,18,15,-124,-303,-94,64,-344,-181,22,-83,-284,-79,81,-325,-163,-4,33,-3,20,-22,24,15
43060,"Shawnee, OK",Micropolitan Statistical Area,69442,69442,69650,70138,70679,71149,71807,71832,72290,208,488,541,470,658,25,458,249,1012,910,920,925,930,918,180,785,772,761,791,847,823,69,227,138,159,134,83,95,4,26,23,29,27,28,28,135,229,385,279,504,-143,356,139,255,408,308,531,-115,384,0,6,-5,3,-7,57,-21
43100,"Sheboygan, WI",Metropolitan Statistical Area,115507,115510,115475,115360,115046,114978,115303,115591,115427,-35,-115,-314,-68,325,288,-164,365,1323,1248,1289,1176,1268,1226,226,1022,1061,1161,1025,1123,1086,139,301,187,128,151,145,140,25,94,100,109,123,132,131,-192,-566,-612,-347,96,-63,-389,-167,-472,-512,-238,219,69,-258,-7,56,11,42,-45,74,-46
43140,"Shelby, NC",Micropolitan Statistical Area,98078,98065,97973,97534,97425,97000,97071,96924,97144,-92,-439,-109,-425,71,-147,220,253,1110,1083,1082,1060,1062,1068,301,1065,1118,1128,1150,1274,1242,-48,45,-35,-46,-90,-212,-174,9,43,54,67,71,74,73,-53,-537,-127,-446,151,-71,367,-44,-494,-73,-379,222,3,440,0,10,-1,0,-61,62,-46
43180,"Shelbyville, TN",Micropolitan Statistical Area,45058,45056,45100,45271,45307,45638,46284,46940,47484,44,171,36,331,646,656,544,159,614,599,638,590,628,628,129,436,427,480,434,450,444,30,178,172,158,156,178,184,20,72,57,11,25,27,30,0,-98,-194,142,480,412,339,20,-26,-137,153,505,439,369,-6,19,1,20,-15,39,-9
43220,"Shelton, WA",Micropolitan Statistical Area,60699,60696,60747,60920,60795,60563,60706,61036,62198,51,173,-125,-232,143,330,1162,159,606,655,685,572,619,607,165,622,637,607,638,629,621,-6,-16,18,78,-66,-10,-14,12,71,96,83,96,98,97,47,144,-238,-328,146,261,1063,59,215,-142,-245,242,359,1160,-2,-26,-1,-65,-33,-19,16
43260,"Sheridan, WY",Micropolitan Statistical Area,29116,29116,29146,29285,29580,29777,29994,30069,30200,30,139,295,197,217,75,131,87,343,332,306,362,322,315,84,298,286,292,296,327,334,3,45,46,14,66,-5,-19,10,34,22,31,32,35,34,20,39,228,130,99,22,109,30,73,250,161,131,57,143,-3,21,-1,22,20,23,7
43300,"Sherman-Denison, TX",Metropolitan Statistical Area,120877,120864,121037,121274,121636,122249,123500,125537,128235,173,237,362,613,1251,2037,2698,333,1552,1434,1531,1541,1562,1582,293,1358,1351,1396,1341,1397,1402,40,194,83,135,200,165,180,28,140,137,152,174,184,187,106,-34,148,278,882,1540,2254,134,106,285,430,1056,1724,2441,-1,-63,-6,48,-5,148,77
43320,"Show Low, AZ",Micropolitan Statistical Area,107449,107489,107714,107435,107037,107443,108178,108363,110026,225,-279,-398,406,735,185,1663,454,1741,1609,1626,1540,1615,1566,203,888,913,988,896,1012,986,251,853,696,638,644,603,580,4,29,40,47,57,61,61,-23,-1181,-1155,-257,44,-556,990,-19,-1152,-1115,-210,101,-495,1051,-7,20,21,-22,-10,77,32
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,439811,439811,441197,445048,448471,446809,444951,444132,441767,1386,3851,3423,-1662,-1858,-819,-2365,1575,6480,6628,6449,6453,6228,6139,1008,4346,4320,4675,4652,4503,4607,567,2134,2308,1774,1801,1725,1532,143,296,673,507,549,603,503,652,1560,385,-3923,-4159,-3171,-4251,795,1856,1058,-3416,-3610,-2568,-3748,24,-139,57,-20,-49,24,-149
43380,"Sidney, OH",Micropolitan Statistical Area,49423,49420,49311,49243,49133,49134,48939,48917,48623,-109,-68,-110,1,-195,-22,-294,136,628,631,642,562,641,619,108,435,397,439,429,427,427,28,193,234,203,133,214,192,8,45,49,56,58,61,61,-150,-313,-400,-251,-386,-296,-550,-142,-268,-351,-195,-328,-235,-489,5,7,7,-7,0,-1,3
43420,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,131346,131356,131807,132960,131843,129554,127321,126395,125770,451,1153,-1117,-2289,-2233,-926,-625,396,1773,1689,1630,1684,1593,1582,265,1215,1217,1270,1249,1276,1283,131,558,472,360,435,317,299,116,199,470,305,316,381,281,203,444,-2080,-3001,-2989,-1743,-1163,319,643,-1610,-2696,-2673,-1362,-882,1,-48,21,47,5,119,-42
43460,"Sikeston, MO",Micropolitan Statistical Area,39191,39187,39246,39127,39138,39205,38878,39004,38745,59,-119,11,67,-327,126,-259,118,554,503,537,507,479,480,76,416,409,458,435,414,431,42,138,94,79,72,65,49,5,7,21,16,19,20,19,14,-246,-103,-31,-404,50,-315,19,-239,-82,-15,-385,70,-296,-2,-18,-1,3,-14,-9,-12
43500,"Silver City, NM",Micropolitan Statistical Area,29514,29514,29399,29393,29320,29241,28988,28564,28280,-115,-6,-73,-79,-253,-424,-284,93,319,326,299,318,302,295,113,324,375,330,307,354,338,-20,-5,-49,-31,11,-52,-43,12,41,15,21,21,25,25,-110,-37,-34,-64,-310,-399,-245,-98,4,-19,-43,-289,-374,-220,3,-5,-5,-5,25,2,-21
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,168563,168563,168830,168952,168691,168582,168607,168710,169140,267,122,-261,-109,25,103,430,664,2408,2458,2390,2415,2456,2403,399,1521,1513,1507,1487,1456,1454,265,887,945,883,928,1000,949,58,220,293,246,277,297,293,-51,-951,-1517,-1202,-1143,-1055,-765,7,-731,-1224,-956,-866,-758,-472,-5,-34,18,-36,-37,-139,-47
43620,"Sioux Falls, SD",Metropolitan Statistical Area,228261,228264,229226,232758,237753,243263,247936,251889,255729,962,3532,4995,5510,4673,3953,3840,1009,3684,3778,3703,3906,3911,3899,450,1691,1679,1580,1673,1723,1790,559,1993,2099,2123,2233,2188,2109,158,647,642,676,750,770,757,249,825,2225,2616,1610,882,976,407,1472,2867,3292,2360,1652,1733,-4,67,29,95,80,113,-2
43660,"Snyder, TX",Micropolitan Statistical Area,16921,16921,16940,16862,17083,17230,17357,17566,17333,19,-78,221,147,127,209,-233,59,273,253,252,270,233,247,52,167,191,158,189,146,182,7,106,62,94,81,87,65,1,1,4,6,7,7,8,11,-192,156,59,47,114,-302,12,-191,160,65,54,121,-294,0,7,-1,-12,-8,1,-4
43700,"Somerset, KY",Micropolitan Statistical Area,63063,63063,63202,63435,63508,63734,63837,63827,63956,139,233,73,226,103,-10,129,207,722,773,756,710,716,716,171,706,781,813,798,793,795,36,16,-8,-57,-88,-77,-79,3,12,17,33,36,38,38,99,210,71,247,153,22,185,102,222,88,280,189,60,223,1,-5,-7,3,2,7,-15
43740,"Somerset, PA",Micropolitan Statistical Area,77742,77746,77759,77377,77191,76769,76334,75649,75061,13,-382,-186,-422,-435,-685,-588,224,647,702,666,713,680,693,172,1000,862,978,934,967,960,52,-353,-160,-312,-221,-287,-267,2,19,28,30,37,39,39,-36,-47,-45,-126,-196,-460,-304,-34,-28,-17,-96,-159,-421,-265,-5,-1,-9,-14,-55,23,-56
43760,"Sonora, CA",Micropolitan Statistical Area,55365,55365,55182,54749,54134,53940,53827,53615,53804,-183,-433,-615,-194,-113,-212,189,130,444,462,457,459,473,472,120,608,627,600,705,748,653,10,-164,-165,-143,-246,-275,-181,9,54,48,52,61,65,65,-205,-337,-497,-87,115,-44,335,-196,-283,-449,-35,176,21,400,3,14,-1,-16,-43,42,-30
43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,319224,319215,318979,319169,318662,318820,319433,319799,320740,-236,190,-507,158,613,366,941,980,4013,3977,4027,3983,4002,3969,708,3022,3021,3049,3140,3010,3013,272,991,956,978,843,992,956,107,399,477,453,525,545,540,-612,-1240,-1969,-1153,-566,-1079,-370,-505,-841,-1492,-700,-41,-534,170,-3,40,29,-120,-189,-92,-185
43900,"Spartanburg, SC",Metropolitan Statistical Area,313268,313268,313681,314761,316643,318753,321389,324863,329136,413,1080,1882,2110,2636,3474,4273,979,3991,3871,3820,3835,3885,3917,651,3105,3142,3280,3323,3323,3363,328,886,729,540,512,562,554,62,212,157,183,220,233,234,32,96,1014,1310,1884,2438,3394,94,308,1171,1493,2104,2671,3628,-9,-114,-18,77,20,241,91
43940,"Spearfish, SD",Micropolitan Statistical Area,24097,24094,24196,24338,24385,24967,24777,24886,25281,102,142,47,582,-190,109,395,75,243,218,231,249,224,235,31,208,228,242,229,219,217,44,35,-10,-11,20,5,18,0,7,17,22,23,24,24,58,100,43,556,-253,76,373,58,107,60,578,-230,100,397,0,0,-3,15,20,4,-20
43980,"Spencer, IA",Micropolitan Statistical Area,16667,16667,16634,16610,16576,16480,16509,16491,16333,-33,-24,-34,-96,29,-18,-158,55,198,179,225,192,201,199,60,194,193,191,200,192,185,-5,4,-14,34,-8,9,14,0,0,1,4,4,4,3,-28,-25,-19,-145,46,-28,-164,-28,-25,-18,-141,50,-24,-161,0,-3,-2,11,-13,-3,-11
44020,"Spirit Lake, IA",Micropolitan Statistical Area,16667,16667,16669,16889,16986,16944,16937,17122,17243,2,220,97,-42,-7,185,121,46,140,180,155,174,172,174,51,199,186,222,229,158,177,-5,-59,-6,-67,-55,14,-3,0,3,7,6,7,7,7,8,261,96,41,36,171,134,8,264,103,47,43,178,141,-1,15,0,-22,5,-7,-17
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,527753,527753,528595,529942,532440,535711,540840,547392,556634,842,1347,2498,3271,5129,6552,9242,1624,6428,6383,6651,6509,6526,6550,1092,4683,4555,4970,4654,4937,5113,532,1745,1828,1681,1855,1589,1437,195,660,887,873,911,987,914,147,-1003,-163,713,2353,3613,6734,342,-343,724,1586,3264,4600,7648,-32,-55,-54,4,10,363,157
44100,"Springfield, IL",Metropolitan Statistical Area,210170,210170,210507,211634,211995,211578,211537,210950,210015,337,1127,361,-417,-41,-587,-935,664,2540,2453,2397,2395,2386,2311,540,1918,1969,1974,1978,2208,2256,124,622,484,423,417,178,55,37,204,240,237,260,279,258,171,419,-346,-1095,-606,-1063,-1220,208,623,-106,-858,-346,-784,-962,5,-118,-17,18,-112,19,-28
44140,"Springfield, MA",Metropolitan Statistical Area,621570,621705,623470,626107,626996,628057,630076,630127,630283,1765,2637,889,1061,2019,51,156,1626,6660,6547,6447,6438,6163,6260,1334,5439,5351,5722,5597,5619,5665,292,1221,1196,725,841,544,595,644,3401,3345,3237,3861,3940,3886,782,-1711,-3671,-2681,-2473,-4316,-4247,1426,1690,-326,556,1388,-376,-361,47,-274,19,-220,-210,-117,-78
44180,"Springfield, MO",Metropolitan Statistical Area,436712,436711,437411,440371,444693,448775,452263,456328,458930,700,2960,4322,4082,3488,4065,2602,1383,5686,5534,5675,5691,5756,5765,993,3873,3868,4074,4070,4225,4321,390,1813,1666,1601,1621,1531,1444,64,297,302,316,372,387,380,249,803,2355,2054,1463,1838,794,313,1100,2657,2370,1835,2225,1174,-3,47,-1,111,32,309,-16
44220,"Springfield, OH",Metropolitan Statistical Area,138333,138333,138245,137754,137172,136689,136412,135815,134786,-88,-491,-582,-483,-277,-597,-1029,435,1624,1595,1599,1553,1590,1566,376,1601,1706,1750,1621,1694,1676,59,23,-111,-151,-68,-104,-110,12,62,46,38,42,44,44,-155,-543,-526,-397,-197,-549,-867,-143,-481,-480,-359,-155,-505,-823,-4,-33,9,27,-54,12,-96
44260,"Starkville, MS",Micropolitan Statistical Area,47671,47671,47712,47868,48978,49277,49303,49729,49833,41,156,1110,299,26,426,104,144,559,563,565,566,532,560,33,291,284,285,281,333,369,111,268,279,280,285,199,191,26,119,143,112,119,122,121,-88,-284,662,-77,-401,90,-194,-62,-165,805,35,-282,212,-73,-8,53,26,-16,23,15,-14
44300,"State College, PA",Metropolitan Statistical Area,153990,154027,154304,154995,155936,158331,159666,160491,161464,277,691,941,2395,1335,825,973,393,1236,1318,1282,1241,1360,1335,216,940,925,935,917,968,1039,177,296,393,347,324,392,296,171,849,1000,1062,1176,1218,1195,-71,-384,-459,935,-85,-777,-430,100,465,541,1997,1091,441,765,0,-70,7,51,-80,-8,-88
44340,"Statesboro, GA",Micropolitan Statistical Area,70217,70251,70580,72653,73162,71873,72735,73213,74722,329,2073,509,-1289,862,478,1509,186,842,812,859,836,907,894,146,490,465,486,464,521,531,40,352,347,373,372,386,363,28,131,143,153,165,175,171,244,1554,29,-1892,325,-101,993,272,1685,172,-1739,490,74,1164,17,36,-10,77,0,18,-18
44420,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,118502,118502,118351,118893,118668,119432,119842,120463,121247,-151,542,-225,764,410,621,784,299,1234,1277,1202,1283,1284,1350,353,1171,1262,1303,1335,1273,1294,-54,63,15,-101,-52,11,56,12,65,66,111,116,124,124,-74,198,-301,728,322,442,632,-62,263,-235,839,438,566,756,-35,216,-5,26,24,44,-28
44460,"Steamboat Springs, CO",Micropolitan Statistical Area,23509,23506,23447,23257,23285,23587,24054,24325,24648,-59,-190,28,302,467,271,323,68,227,215,204,206,209,220,33,88,92,102,105,75,115,35,139,123,102,101,134,105,5,15,52,59,66,70,69,-103,-356,-151,128,292,117,148,-98,-341,-99,187,358,187,217,4,12,4,13,8,-50,1
44500,"Stephenville, TX",Micropolitan Statistical Area,37890,37900,37896,39003,39488,40012,40668,41379,41659,-4,1107,485,524,656,711,280,117,455,490,502,530,461,500,80,321,308,272,323,316,335,37,134,182,230,207,145,165,3,19,20,26,39,44,46,-41,857,278,257,402,489,89,-38,876,298,283,441,533,135,-3,97,5,11,8,33,-20
44540,"Sterling, CO",Micropolitan Statistical Area,22709,22709,22127,22096,21846,21660,21940,21946,21919,-582,-31,-250,-186,280,6,-27,57,211,223,252,241,217,228,29,183,184,199,241,184,191,28,28,39,53,0,33,37,-2,-15,-9,13,19,23,25,-652,-45,-279,-265,268,-39,-75,-654,-60,-288,-252,287,-16,-50,44,1,-1,13,-7,-11,-14
44580,"Sterling, IL",Micropolitan Statistical Area,58498,58498,58495,58235,57786,57446,57046,56963,56536,-3,-260,-449,-340,-400,-83,-427,193,655,640,631,624,601,602,121,644,690,657,642,591,624,72,11,-50,-26,-18,10,-22,3,18,12,4,10,10,10,-81,-267,-418,-280,-365,-114,-367,-78,-249,-406,-276,-355,-104,-357,3,-22,7,-38,-27,11,-48
44620,"Stevens Point, WI",Micropolitan Statistical Area,70019,70019,69994,70181,70532,70641,70600,70534,70447,-25,187,351,109,-41,-66,-87,196,723,718,650,710,667,674,150,512,486,548,527,533,507,46,211,232,102,183,134,167,11,33,65,88,100,103,101,-76,-86,61,-93,-289,-318,-307,-65,-53,126,-5,-189,-215,-206,-6,29,-7,12,-35,15,-48
44660,"Stillwater, OK",Micropolitan Statistical Area,77350,77350,77448,77967,78457,79393,80150,80633,81131,98,519,490,936,757,483,498,215,957,883,934,895,898,895,129,541,567,540,537,563,582,86,416,316,394,358,335,313,75,358,341,379,407,428,421,-63,-244,-170,149,34,-324,-266,12,114,171,528,441,104,155,0,-11,3,14,-42,44,30
44700,"Stockton-Lodi, CA",Metropolitan Statistical Area,685306,685308,687380,694943,700611,703265,713218,723496,733709,2072,7563,5668,2654,9953,10278,10213,2548,10550,10083,10051,9923,10148,10239,1092,4759,4980,4983,5404,5928,5701,1456,5791,5103,5068,4519,4220,4538,249,1284,1056,1104,1351,1456,1424,389,531,-454,-3915,3967,4295,4156,638,1815,602,-2811,5318,5751,5580,-22,-43,-37,397,116,307,95
